Organization short name,Geocode,Geolocated Country,Coordinates,Latitude,Longitude,Availability zones,Number of facilities,Year of commissioning,Investment,Renewable,Renewable strategy
Equinix,GBR,United Kingdom,"(53.4680204, -2.2935116)",53.4680204,-2.2935116,,1,,,100%,100% from Green product through supplier (GoOs and REGOs)
Equinix,GBR,United Kingdom,"(53.4634969, -2.2367207)",53.4634969,-2.2367207,,1,,,100%,100% from Green product through supplier (GoOs and REGOs)
Equinix,ITA,Italy,"(45.4486888, 9.1474418)",45.4486888,9.1474418,,1,,,100%,100% from Green product through supplier (bundled GoOs from local wind)
Equinix,ITA,Italy,"(45.3541137, 9.1466649)",45.3541137,9.1466649,,1,,,100%,"100% from Green product through supplier (bundled wind, hydro, and solar GOs)"
Equinix,ITA,Italy,"(45.5110466, 9.2438755)",45.5110466,9.2438755,,1,,,100%,100% from Green product through supplier (bundled GoOs from local wind)
Equinix,DEU,Germany,"(48.1425433, 11.5560521)",48.1425433,11.5560521,,1,,,100%,100% from Green product through supplier (bundled GoOs from GreenBase program)
Equinix,DEU,Germany,"(48.1425433, 11.5560521)",48.1425433,11.5560521,,1,,,100%,100% from Green product through supplier (bundled GoOs from GreenBase program)
Equinix,FRA,France,"(48.9837033, 2.5071675)",48.9837033,2.5071675,,1,,,100%,"100% from Green product through supplier (bundled wind, hydro, and solar GOs)"
Equinix,FRA,France,"(48.92816999999999, 2.352084)",48.92816999999999,2.352084,,1,,,100%,"100% from Green product through supplier (bundled wind, hydro, and solar GOs)"
Equinix,FRA,France,"(48.92816999999999, 2.352084)",48.92816999999999,2.352084,,1,,,100%,"100% from Green product through supplier (bundled wind, hydro, and solar GOs)"
Equinix,FRA,France,"(48.7865184, 2.5000046)",48.7865184,2.5000046,,1,,,100%,"100% from Green product through supplier (bundled wind, hydro, and solar GOs)"
Equinix,FRA,France,"(48.90306229999999, 2.371401)",48.90306229999999,2.371401,,1,,,100%,"100% from Green product through supplier (bundled wind, hydro, and solar GOs)"
Equinix,FRA,France,"(48.9104641, 2.368007)",48.9104641,2.368007,,1,,,100%,"100% from Green product through supplier (bundled wind, hydro, and solar GOs)"
Equinix,FRA,France,"(48.9039991, 2.2574815)",48.9039991,2.2574815,,1,,,100%,"100% from Green product through supplier (bundled wind, hydro, and solar GOs)"
Equinix,AUS,Australia,"(-37.8227198, 144.9153418)",-37.8227198,144.9153418,,1,,,18.6%,18.6% from Grid renewables backed by LGCs
Equinix,AUS,Australia,"(-37.8227198, 144.9153418)",-37.8227198,144.9153418,,1,,,18.6%,18.6% from Grid renewables backed by LGCs
Equinix,AUS,Australia,"(-37.7927082, 144.7715559)",-37.7927082,144.7715559,,1,,,18.6%,18.6% from Grid renewables backed by LGCs
Equinix,AUS,Australia,"(-37.7927082, 144.7715559)",-37.7927082,144.7715559,,1,,,18.6%,18.6% from Grid renewables backed by LGCs
Equinix,JPN,Japan,"(34.6757148, 135.4956656)",34.6757148,135.4956656,,1,,,100%,100% from Japanese non-fossil certificates from wind/solar (20%) and I-RECs from China small hydro/wind/solar (80%)
Equinix,AUS,Australia,"(-31.957186, 115.8761576)",-31.957186,115.8761576,,1,,,18.6%,18.6% from 100% from Grid renewables backed by LGCs
Equinix,AUS,Australia,"(-31.9608733, 115.8148972)",-31.9608733,115.8148972,,1,,,18.6%,18.6% from 100% from Grid renewables backed by LGCs
Equinix,CHN,China,"(31.21274, 121.63796)",31.21274,121.63796,,1,,,,Exempt
Equinix,CHN,China,"(31.24734, 121.62048)",31.24734,121.62048,,1,,,100%,100% from I-RECs from China small hydro/wind/solar
Equinix,CHN,China,"(31.24734, 121.62048)",31.24734,121.62048,,1,,,100%,100% from I-RECs from China small hydro/wind/solar
Equinix,CHN,China,"(31.2724, 121.54499)",31.2724,121.54499,,1,,,100%,100% from I-RECs from China small hydro/wind/solar
Equinix,CHN,China,"(31.317017, 121.6184689)",31.317017,121.6184689,,1,,,100%,100% from I-RECs from China small hydro/wind/solar
Equinix,SGP,Singapore,"(1.2955571, 103.7899667)",1.2955571,103.7899667,,1,,,100%,100% from I-RECs from Vietnam small hydro/wind/solar
Equinix,SGP,Singapore,"(1.3218189, 103.6952553)",1.3218189,103.6952553,,1,,,100%,100% from I-RECs from Vietnam small hydro/wind/solar
Equinix,SGP,Singapore,"(1.2961857, 103.7909266)",1.2961857,103.7909266,,1,,,100%,100% from I-RECs from Vietnam small hydro/wind/solar
Equinix,SGP,Singapore,"(1.3390683, 103.893284)",1.3390683,103.893284,,1,,,100%,100% from I-RECs from Vietnam small hydro/wind/solar
Equinix,AUS,Australia,"(-33.9213512, 151.18808)",-33.9213512,151.18808,,1,,,18.6%,18.6% Grid renewables backed by LGCs
Equinix,AUS,Australia,"(-33.9218878, 151.1881905)",-33.9218878,151.1881905,,1,,,18.6%,18.6% Grid renewables backed by LGCs
Equinix,AUS,Australia,"(-33.9117762, 151.1929422)",-33.9117762,151.1929422,,1,,,18.6%,18.6% Grid renewables backed by LGCs
Equinix,AUS,Australia,"(-33.9181984, 151.1893)",-33.9181984,151.1893,,1,,,18.6%,18.6% Grid renewables backed by LGCs
Equinix,AUS,Australia,"(-33.9185485, 151.1890502)",-33.9185485,151.1890502,,1,,,18.6%,18.6% Grid renewables backed by LGCs
Equinix,AUS,Australia,"(-33.8339902, 151.0482995)",-33.8339902,151.0482995,,1,,,18.6%,18.6% Grid renewables backed by LGCs
Equinix,AUS,Australia,"(-34.4545933, 150.8451519)",-34.4545933,150.8451519,,1,,,18.6%,18.6% Grid renewables backed by LGCs
Equinix,,,"(None, None)",,,,1,,,,
Equinix,JPN,Japan,"(35.5787778, 139.7349051)",35.5787778,139.7349051,,1,,,100%,100% from Japanese non-fossil certificates from wind/solar (20%) and I-RECs from China small hydro/wind/solar (80%)
Equinix,JPN,Japan,"(35.6174027, 139.747926)",35.6174027,139.747926,,1,,,100%,100% from Japanese non-fossil certificates from wind/solar (20%) and I-RECs from China small hydro/wind/solar (80%)
Equinix,JPN,Japan,"(35.6566851, 139.8034767)",35.6566851,139.8034767,,1,,,100%,100% from Japanese non-fossil certificates from wind/solar (20%) and I-RECs from China small hydro/wind/solar (80%)
Equinix,JPN,Japan,"(35.687589, 139.765773)",35.687589,139.765773,,1,,,100%,100% from Japanese non-fossil certificates from wind/solar (20%) and I-RECs from China small hydro/wind/solar (80%)
Equinix,JPN,Japan,"(35.6552423, 139.8043558)",35.6552423,139.8043558,,1,,,100%,100% from Japanese non-fossil certificates from wind/solar (20%) and I-RECs from China small hydro/wind/solar (80%)
Equinix,JPN,Japan,"(35.6226935, 139.7483584)",35.6226935,139.7483584,,1,,,100%,100% from Japanese non-fossil certificates from wind/solar (20%) and I-RECs from China small hydro/wind/solar (80%)
Equinix,JPN,Japan,"(35.6226935, 139.7483584)",35.6226935,139.7483584,,1,,,100%,100% from Japanese non-fossil certificates from wind/solar (20%) and I-RECs from China small hydro/wind/solar (80%)
Equinix,JPN,Japan,"(35.6216723, 139.742051)",35.6216723,139.742051,,1,,,100%,100% from Japanese non-fossil certificates from wind/solar (20%) and I-RECs from China small hydro/wind/solar (80%)
Equinix,JPN,Japan,"(35.7087547, 139.7439175)",35.7087547,139.7439175,,1,,,100%,100% from Japanese non-fossil certificates from wind/solar (20%) and I-RECs from China small hydro/wind/solar (80%)
Equinix,JPN,Japan,"(35.7087547, 139.7439175)",35.7087547,139.7439175,,1,,,100%,100% from Japanese non-fossil certificates from wind/solar (20%) and I-RECs from China small hydro/wind/solar (80%)
Equinix,JPN,Japan,"(35.6397161, 139.7922892)",35.6397161,139.7922892,,1,,,100%,100% from Japanese non-fossil certificates from wind/solar (20%) and I-RECs from China small hydro/wind/solar (80%)
Equinix,KOR,South Korea,"(37.5829095, 126.8871836)",37.5829095,126.8871836,,1,,,100%,100% from I-RECs from China small hydro/wind/solar
Equinix,ARE,United Arab Emirates,"(24.4191875, 54.6210625)",24.4191875,54.6210625,,1,,,100%,100% from I-RECs from Turkey small hydro/wind/solar
Equinix,NLD,Netherlands,"(52.2999285, 4.9431207)",52.2999285,4.9431207,,1,,,100%,100% from Green product through supplier (bundled GoOs from wind)
Equinix,NLD,Netherlands,"(52.2999285, 4.9431207)",52.2999285,4.9431207,,1,,,100%,100% from Green product through supplier (bundled GoOs from wind)
Equinix,NLD,Netherlands,"(52.3549245, 4.960960099999999)",52.3549245,4.960960099999999,,1,,,100%,100% from Green product through supplier (bundled GoOs from wind)
Equinix,NLD,Netherlands,"(52.3549245, 4.960960099999999)",52.3549245,4.960960099999999,,1,,,100%,100% from Green product through supplier (bundled GoOs from wind)
Equinix,NLD,Netherlands,"(52.2933512, 4.9450536)",52.2933512,4.9450536,,1,,,100%,100% from Green product through supplier (bundled GoOs from wind)
Equinix,NLD,Netherlands,"(52.3366935, 4.930046)",52.3366935,4.930046,,1,,,100%,100% from Green product through supplier (bundled GoOs from wind)
Equinix,NLD,Netherlands,"(52.3030783, 4.9380093)",52.3030783,4.9380093,,1,,,100%,100% from Green product through supplier (bundled GoOs from wind)
Equinix,NLD,Netherlands,"(52.39684829999999, 4.8386235)",52.39684829999999,4.8386235,,1,,,100%,100% from Green product through supplier (bundled GoOs from wind)
Equinix,NLD,Netherlands,"(52.2999285, 4.9431207)",52.2999285,4.9431207,,1,,,100%,100% from Green product through supplier (bundled GoOs from wind)
Equinix,ESP,Spain,"(41.3515721, 2.137484)",41.3515721,2.137484,,1,,,100%,100% from Green product through supplier (bundled GoOs from hydro/solar/ biomass/wind)
Equinix,ARE,United Arab Emirates,"(25.0385213, 55.1837424)",25.0385213,55.1837424,,1,,,100%,100% from I-RECs from UAE solar
Equinix,ARE,United Arab Emirates,"(25.1739289, 55.3179951)",25.1739289,55.3179951,,1,,,100%,100% from I-RECs from UAE solar
Equinix,IRL,Ireland,"(53.291683, -6.415208)",53.291683,-6.415208,,1,,,100%,100% from Green product through supplier (bundled GoOs from wind)
Equinix,"USA, FL",United States,"(26.3889623, -80.1091478)",26.3889623,-80.1091478,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,"USA, FL",United States,"(25.7878489, -80.3545546)",25.7878489,-80.3545546,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,MEX,Mexico,"(25.7663856, -100.1932354)",25.7663856,-100.1932354,,1,,,100%,100% from I-RECs from Mexico wind/solar
Equinix,MEX,Mexico,"(20.5722921, -100.3147277)",20.5722921,-100.3147277,,1,,,100%,100% from I-RECs from Mexico wind/solar
Equinix,MEX,Mexico,"(20.5722921, -100.3147277)",20.5722921,-100.3147277,,1,,,100%,100% from I-RECs from Mexico wind/solar
Equinix,"USA, NJ",United States,"(40.7368442, -74.17340229999999)",40.7368442,-74.17340229999999,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,"USA, NJ",United States,"(40.7778177, -74.07590859999999)",40.7778177,-74.07590859999999,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,"USA, NJ",United States,"(40.7764996, -74.06985089999999)",40.7764996,-74.06985089999999,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,"USA, NJ",United States,"(40.7785344, -74.0722373)",40.7785344,-74.0722373,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,"USA, NJ",United States,"(40.7775316, -74.072788)",40.7775316,-74.072788,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,"USA, NJ",United States,"(40.7966743, -74.0313066)",40.7966743,-74.0313066,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,"USA, NY",United States,"(40.717729, -74.0083059)",40.717729,-74.0083059,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,"USA, NY",United States,"(40.7414911, -74.00338889999999)",40.7414911,-74.00338889999999,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,"USA, NJ",United States,"(40.5843303, -74.24342659999999)",40.5843303,-74.24342659999999,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,"USA, NY",United States,"(41.0708036, -73.8199454)",41.0708036,-73.8199454,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,"USA, PA",United States,"(39.95972769999999, -75.1615758)",39.95972769999999,-75.1615758,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,"USA, WA",United States,"(47.5848161, -122.3268615)",47.5848161,-122.3268615,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,"USA, WA",United States,"(47.6376317, -122.36364)",47.6376317,-122.36364,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,"USA, WA",United States,"(47.42168830000001, -122.2475094)",47.42168830000001,-122.2475094,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,"USA, CA",United States,"(37.2415378, -121.783474)",37.2415378,-121.783474,,1,,,100%,"100% from San Jose Clean Energy (Greensource 100% carbon-free), RECs from wind VPPAs, and Green-e wind RECs"
Equinix,"USA, CA",United States,"(37.3781646, -121.9549689)",37.3781646,-121.9549689,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,"USA, CA",United States,"(37.38823470000001, -121.8884572)",37.38823470000001,-121.8884572,,1,,,100%,"100% from San Jose Clean Energy (Greensource 100% carbon-free), RECs from wind VPPAs, and Green-e wind RECs"
Equinix,"USA, CA",United States,"(37.4145265, -122.0146732)",37.4145265,-122.0146732,,1,,,100%,"100% from Silicon Valley Clean Energy (GreenStart 100% carbon free), RECs from wind VPPAs, and Green-e wind RECs"
Equinix,"USA, CA",United States,"(37.2418698, -121.7816047)",37.2418698,-121.7816047,,1,,,100%,"100% from San Jose Clean Energy (Greensource 100% carbon-free), RECs from wind VPPAs, and Green-e wind RECs"
Equinix,,,"(None, None)",,,,1,,,,
Equinix,"USA, CA",United States,"(37.4458254, -122.1608123)",37.4458254,-122.1608123,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,"USA, CA",United States,"(37.2413955, -121.7849556)",37.2413955,-121.7849556,,1,,,100%,"100% from San Jose Clean Energy (Greensource 100% carbon-free), RECs from wind VPPAs, and Green-e wind RECs"
Equinix,"USA, CA",United States,"(37.4000411, -121.8952298)",37.4000411,-121.8952298,,1,,,100%,100% from San Jose Clean Energy (Greensource 100% carbon-free)
Equinix,"USA, CA",United States,"(37.3749528, -121.9888098)",37.3749528,-121.9888098,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,"USA, CA",United States,"(37.375705, -121.988525)",37.375705,-121.988525,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,"USA, CA",United States,"(37.37632110000001, -121.9884071)",37.37632110000001,-121.9884071,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,"USA, CA",United States,"(37.3765079, -121.9886321)",37.3765079,-121.9886321,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,CAN,Canada,"(43.6446728, -79.3841283)",43.6446728,-79.3841283,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,CAN,Canada,"(43.6508466, -79.36224829999999)",43.6508466,-79.36224829999999,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,COL,Colombia,"(4.6719209, -74.15578169999999)",4.6719209,-74.15578169999999,,1,,,100%,100% from I-RECs from Colombia hydro
Equinix,BRA,Brazil,"(-22.9547717, -43.1945909)",-22.9547717,-43.1945909,,1,,,100%,100% from Green product through supplier (bundled wind I-RECs)
Equinix,BRA,Brazil,"(-22.8713852, -43.273228)",-22.8713852,-43.273228,,1,,,100%,100% from Green product through supplier (bundled wind I-RECs)
Equinix,BRA,Brazil,"(-23.5460202, -46.63581749999999)",-23.5460202,-46.63581749999999,,1,,,100%,100% from Green product through supplier (bundled wind I-RECs)
Equinix,BRA,Brazil,"(-23.5031326, -46.8272798)",-23.5031326,-46.8272798,,1,,,100%,100% from Green product through supplier (bundled wind I-RECs)
Equinix,BRA,Brazil,"(-23.4663344, -46.86328839999999)",-23.4663344,-46.86328839999999,,1,,,100%,100% from Green product through supplier (bundled wind I-RECs)
Equinix,BRA,Brazil,"(-23.497589, -46.8145765)",-23.497589,-46.8145765,,1,,,100%,100% from Green product through supplier (bundled wind I-RECs)
Equinix,AUS,Australia,"(-34.9328294, 138.6038129)",-34.9328294,138.6038129,,1,,,18.6%,18.6% from LGCs from wind/solar
Equinix,AUS,Australia,"(-27.457826, 153.0356579)",-27.457826,153.0356579,,1,,,18.6%,18.6% from LGCs from wind/solar
Equinix,AUS,Australia,"(-35.2801846, 149.1310324)",-35.2801846,149.1310324,,1,,,18.6%,18.6% from Grid renewables backed by LGCs
Equinix,HKG,China,"(22.365483, 114.1193175)",22.365483,114.1193175,,1,,,100%,100% from I-RECs from China small hydro/wind/solar
Equinix,HKG,China,"(22.362483, 114.119171)",22.362483,114.119171,,1,,,100%,100% from I-RECs from China small hydro/wind/solar
Equinix,HKG,China,"(22.3678679, 114.1185743)",22.3678679,114.1185743,,1,,,100%,100% from I-RECs from China small hydro/wind/solar
Equinix,HKG,China,"(22.3894508, 114.2060779)",22.3894508,114.2060779,,1,,,100%,100% from I-RECs from China small hydro/wind/solar
Equinix,HKG,China,"(22.2930575, 114.274573)",22.2930575,114.274573,,1,,,100%,100% from I-RECs from China small hydro/wind/solar
Equinix,"USA, TX",United States,"(32.8013465, -96.8210738)",32.8013465,-96.8210738,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,CAN,Canada,"(51.0455173, -114.0692971)",51.0455173,-114.0692971,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,CAN,Canada,"(51.0479923, -114.0093577)",51.0479923,-114.0093577,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,CAN,Canada,"(50.976971, -113.9566769)",50.976971,-113.9566769,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,CAN,Canada,"(50.6754553, -120.3798609)",50.6754553,-120.3798609,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,CAN,Canada,"(45.4893059, -73.7446841)",45.4893059,-73.7446841,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,CAN,Canada,"(45.57552, -75.39839)",45.57552,-75.39839,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,CAN,Canada,"(45.2918813, -66.0999604)",45.2918813,-66.0999604,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,CAN,Canada,"(43.6470615, -79.3827201)",43.6470615,-79.3827201,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,CAN,Canada,"(43.8469018, -79.33337329999999)",43.8469018,-79.33337329999999,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,CAN,Canada,"(43.7448394, -79.717727)",43.7448394,-79.717727,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,CAN,Canada,"(43.7438554, -79.7166752)",43.7438554,-79.7166752,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,CAN,Canada,"(49.2604094, -123.0109405)",49.2604094,-123.0109405,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,CAN,Canada,"(49.8249838, -97.1781495)",49.8249838,-97.1781495,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,,,"(None, None)",,,,1,,,,
Equinix,"USA, VA",United States,"(39.0119765, -77.45414099999999)",39.0119765,-77.45414099999999,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,BRA,Brazil,"(-23.4636935, -46.8626708)",-23.4636935,-46.8626708,,1,,,100%,100% from Green product through supplier (bundled wind I-RECs)
Equinix,"USA, CA",United States,"(37.242022, -121.7845084)",37.242022,-121.7845084,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,IND,India,"(19.1135727, 72.8924912)",19.1135727,72.8924912,,1,,,100%,100% from I-RECs from India small hydro
Equinix,IND,India,"(19.1108461, 72.90119609999999)",19.1108461,72.90119609999999,,1,,,100%,100% from I-RECs from India small hydro
Equinix,JPN,Japan,"(34.8586918, 135.508696)",34.8586918,135.508696,,1,,,100%,100% from Japanese non-fossil certificates from wind/solar (20%) and I-RECs from China small hydro/wind/solar (80%)
Equinix,AUS,Australia,"(-31.9575626, 115.8137261)",-31.9575626,115.8137261,,1,,,18.6%,18.6% from 100% from Grid renewables backed by LGCs
Equinix,SGP,Singapore,"(1.3172805, 103.7021178)",1.3172805,103.7021178,,1,,,100%,100% from I-RECs from Vietnam small hydro/wind/solar
Equinix,JPN,Japan,"(35.8055667, 140.1261524)",35.8055667,140.1261524,,1,,,100%,100% from Japanese non-fossil certificates from wind/solar (20%) and I-RECs from China small hydro/wind/solar (80%)
Equinix,FRA,France,"(44.8958199, -0.611387)",44.8958199,-0.611387,,1,,,100%,"100% Green product through supplier (bundled wind, hydro, and solar GOs)"
Equinix,DEU,Germany,"(50.0980496, 8.585666)",50.0980496,8.585666,,1,,,100%,100% from Green product through supplier (bundled GoOs from GreenBase program)
Equinix,ITA,Italy,"(44.4269129, 8.9501048)",44.4269129,8.9501048,,1,,,100%,100% from Green product through supplier (bundled GoOs from local wind)
Equinix,GBR,United Kingdom,"(51.52325860000001, -0.6377532)",51.52325860000001,-0.6377532,,1,,,100%,100% from Green product through supplier (GoOs and REGOs)
Equinix,OMN,Oman,"(23.6837432, 57.9048938)",23.6837432,57.9048938,,1,,,100%,100% from I-RECs from UAE and Jordan solar
Equinix,ITA,Italy,"(45.4761129, 9.037763199999999)",45.4761129,9.037763199999999,,1,,,100%,100% from Green product through supplier (bundled GoOs from local wind)
Equinix,DEU,Germany,"(48.14648320000001, 11.6822783)",48.14648320000001,11.6822783,,1,,,100%,100% from Green product through supplier (bundled GoOs from GreenBase program)
Equinix,FRA,France,"(48.92816999999999, 2.352084)",48.92816999999999,2.352084,,1,,,100%,"100% from Green product through supplier (bundled wind, hydro, and solar GOs)"
Equinix,DEU,Germany,"(50.14183999999999, 8.73865)",50.14183999999999,8.73865,,1,,,100%,100% from GoOs from wind/solar
Equinix,JPN,Japan,"(34.6937249, 135.5022535)",34.6937249,135.5022535,,1,,,100%,100% from Japanese non-fossil certificates from wind/solar (20%) and I-RECs from China small hydro/wind/solar (80%)
Equinix,FRA,France,"(48.92816999999999, 2.352084)",48.92816999999999,2.352084,,1,,,,Exempt for 2022; currently nothing beyond the grid
Equinix,CHL,Chile,"(-33.4483643, -70.8510752)",-33.4483643,-70.8510752,,1,,,,Exempt for 2022; currently nothing beyond the grid
Equinix,CHL,Chile,"(-33.4483643, -70.8510752)",-33.4483643,-70.8510752,,1,,,,Exempt for 2022; currently nothing beyond the grid
Equinix,CHL,Chile,"(-33.4440956, -70.6561526)",-33.4440956,-70.6561526,,1,,,,Exempt for 2022; currently nothing beyond the grid
Equinix,CHL,Chile,"(-33.8954957, -71.4606764)",-33.8954957,-71.4606764,,1,,,,Exempt for 2022; currently nothing beyond the grid
Equinix,GBR,United Kingdom,"(53.5040217, -2.2966689)",53.5040217,-2.2966689,,1,,,100%,100% from Green product through supplier (GoOs and REGOs)
Equinix,PER,Peru,"(-12.0873401, -76.97313840000001)",-12.0873401,-76.97313840000001,,1,,,,Exempt for 2022; currently nothing beyond the grid
Equinix,ESP,Spain,"(40.53373879999999, -3.6615449)",40.53373879999999,-3.6615449,,1,,,,Exempt for 2022; currently nothing beyond the grid
Equinix,IRL,Ireland,"(53.3839704, -6.377579)",53.3839704,-6.377579,,1,,,,Exempt for 2022; currently nothing beyond the grid
Equinix,,,"(None, None)",,,,1,,,,Exempt for 2022; currently nothing beyond the grid
Equinix,ESP,Spain,"(40.53373879999999, -3.6615449)",40.53373879999999,-3.6615449,,1,,,,Exempt for 2022; currently nothing beyond the grid
Equinix,,,"(None, None)",,,,1,,,,Exempt for 2022; currently nothing beyond the grid
Equinix,DEU,Germany,"(50.13864, 8.74033)",50.13864,8.74033,,1,,,100%,100% from Green product through supplier (bundled GoOs from GreenBase program)
Equinix,AUS,Australia,"(-33.82254959999999, 151.0349456)",-33.82254959999999,151.0349456,,1,,,18.6%,18.6% from Grid renewables backed by LGCs
Equinix,CIV,Côte d'Ivoire,"(5.225936, -3.753666299999999)",5.225936,-3.753666299999999,,1,,,,Exempt for 2022; currently nothing beyond the grid
Equinix,GHA,Ghana,"(5.8026594, -0.0943689)",5.8026594,-0.0943689,,1,,,,Exempt for 2022; currently nothing beyond the grid
Equinix,NGA,Nigeria,"(6.4496201, 3.586764999999999)",6.4496201,3.586764999999999,,1,,,,Exempt for 2022; currently nothing beyond the grid
Equinix,NGA,Nigeria,"(7.147502, 3.3619356)",7.147502,3.3619356,,1,,,,Exempt for 2022; currently nothing beyond the grid
Equinix,"USA, CA",United States,"(37.3996139, -122.0145533)",37.3996139,-122.0145533,,1,,,100%,100% from RECs from U.S. wind VPPAs and Green-e wind RECs
Equinix,AUS,Australia,"(-33.9195347, 151.2025491)",-33.9195347,151.2025491,,1,,,18.6%,18.6% from Grid renewables backed by LGCs
Alphabet,"USA, SC",United States,"(33.1260618, -80.0087746)",33.1260618,-80.0087746,,2,2007,2.4 billion,,
Alphabet,"USA, IA",United States,"(41.2619444, -95.8608333)",41.2619444,-95.8608333,,3,2007,5 billion,,
Alphabet,"USA, OR",United States,"(45.6017716, -121.1848433)",45.6017716,-121.1848433,,1,2006,1.8 billion,,
Alphabet,"USA, GA",United States,"(33.7290225, -84.7315563)",33.7290225,-84.7315563,,1,2003,1.2 billion,,
Alphabet,"USA, NV",United States,"(36.0395247, -114.9817213)",36.0395247,-114.9817213,,1,2019,1.2 billion,,
Alphabet,"USA, AL",United States,"(34.7090388, -86.0121573)",34.7090388,-86.0121573,,1,2018,600 million,,
Alphabet,"USA, NC",United States,"(35.9140196, -81.5389849)",35.9140196,-81.5389849,,1,2007,1.2 billion,,
Alphabet,"USA, VA",United States,"(39.076767, -77.6536125)",39.076767,-77.6536125,,1,2019,1.2 billion,,
Alphabet,"USA, OK",United States,"(36.2322429, -95.3102505)",36.2322429,-95.3102505,,5,2007,4.4 billion,,
Alphabet,"USA, TX",United States,"(32.475335, -97.01031809999999)",32.475335,-97.01031809999999,,1,2019,600 million,,
Alphabet,"USA, TN",United States,"(36.4960406, -87.460397)",36.4960406,-87.460397,,1,2018,600 million,,
Alphabet,"USA, OH",United States,"(40.0821602, -82.8100923)",40.0821602,-82.8100923,,1,2019,600 million,,
Alphabet,"USA, NV",United States,"(39.4847933, -119.5571677)",39.4847933,-119.5571677,,1,2021,600 million,,
Alphabet,CHL,Chile,"(-33.3576747, -70.72927179999999)",-33.3576747,-70.72927179999999,,1,2015,290 million,,
Alphabet,IRL,Ireland,"(53.3498053, -6.2603097)",53.3498053,-6.2603097,,1,2012,500 million,,
Alphabet,NLD,Netherlands,"(53.4385887, 6.8354937)",53.4385887,6.8354937,,3,2016,3.3 billion,,
Alphabet,DNK,Denmark,"(55.5689298, 9.749516999999999)",55.5689298,9.749516999999999,,1,2020,600 million,,
Alphabet,FIN,Finland,"(60.5693374, 27.1878318)",60.5693374,27.1878318,,1,2011,2 billion,,
Alphabet,NLD,Netherlands,"(52.8110945, 4.9948975)",52.8110945,4.9948975,,1,2020,500 million,,
